incident_num,defendant_id,arraignment_date,charge,num_charges,felony,expungable,any_bail,bail_amount,bail_types,num_conditions,did_not_appear,prior_appearences,gender,race,judge_id,arraignment_data
17BU021289,Defendant128,9/12/2017,Retail Theft (Misd),1,0,1,0,0,No Bail,5,0,0,Male,White,Judge10,TRUE
17BU021858,Defendant909,9/12/2017,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,1,0,0,Male,White,Judge10,TRUE
17BU023711,Defendant127,9/12/2017,Unlawful Trespass (Misdemeanor),2,0,1,0,0,No Bail,2,0,0,Male,White,Judge10,TRUE
17BU023763,Defendant744,9/12/2017,Fugitive From Justice (Arrest Prior To Requisition),1,1,0,1,15000,Bail,NA,0,0,Male,White,Judge10,TRUE
N/A,Defendant224,9/12/2017,"Drugs - Cocaine, Sale >2.5 Gm",1,1,0,1,5000,Bail,3,0,0,Male,Black,Judge10,TRUE
17BU022858,Defendant454,9/14/2017,Domestic Assault,2,0,0,1,1000,Bail,5,0,0,Male,White,Judge2,TRUE
17BU023922,Defendant515,9/14/2017,Simple Assault,1,0,1,0,0,No Bail,1,0,0,Female,White,Judge2,TRUE
17BU023922,Defendant696,9/14/2017,Simple Assault,1,0,1,0,0,No Bail,1,0,0,Female,White,Judge2,TRUE
17BU021847,Defendant623,9/14/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Female,Black,Judge2,TRUE
17BU022180,Defendant240,9/14/2017,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,1,0,0,Male,White,Judge2,TRUE
17BU025515,Defendant846,9/28/2017,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,4,0,0,Male,Black,Judge10,TRUE
17BU025280,Defendant978,10/1/2017,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,4,0,0,Male,Asian,Judge14,TRUE
17BU025293,Defendant299,10/1/2017,Domestic Assault - 1st Degree Aggravated,1,1,0,0,0,No Bail,1,0,0,Male,White,Judge14,TRUE
17BU024674,Defendant155,10/1/2017,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,0,0,0,0,No Bail,3,0,0,Male,White,Judge14,TRUE
17BU021055,Defendant273,10/1/2017,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,2,0,0,Male,Black,Judge14,TRUE
17BU023006,Defendant987,10/1/2017,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,0,Female,White,Judge14,TRUE
17BU023227,Defendant688,10/1/2017,Driving Under The Influence; Second And Subsequent Offense,1,0,0,0,0,No Bail,2,0,0,Female,White,Judge14,TRUE
17BU012321,Defendant127,10/1/2017,Cruelty To Children Under 10 By One Over 16,2,0,0,1,100,Bail,3,0,1,Male,White,Judge12,TRUE
17BU023001,Defendant404,10/2/2017,Driving Under The Influence; Second And Subsequent Offense,2,0,0,0,0,No Bail,3,0,0,Female,White,Judge14,TRUE
17BU00001,Defendant978,10/3/2017,Violation Of An Abuse Prevention Order,2,0,0,0,0,No Bail,5,0,1,Male,Asian,Judge10,TRUE
17BU025675,Defendant218,10/4/2017,Unlawful Trespass (Felony),1,1,0,0,0,No Bail,4,0,0,Male,White,Judge12,TRUE
17BU023976,Defendant454,10/4/2017,"Drugs - Cocaine, Possession >25 Gm",4,1,0,1,5000,Bail,1,0,1,Male,White,Judge12,TRUE
17BU026039,Defendant454,10/4/2017,Violation Of An Abuse Prevention Order,2,0,0,1,5000,Bail,1,0,2,Male,White,Judge12,TRUE
17BU023260,Defendant492,10/5/2017,"Drugs - Cocaine, Sale <2.5 Gm",3,1,0,1,2500,Bail,4,0,0,Male,Black,Judge10,TRUE
17BU026084,Defendant579,10/5/2017,Probation-Parole Violation,1,0,0,0,0,No Bail,3,0,0,Male,White,Judge10,TRUE
17BU026112,Defendant887,10/5/2017,Simple Assault,1,0,1,0,0,No Bail,4,0,0,Female,White,Judge10,TRUE
17BU024395,Defendant46,10/5/2017,Unlawful Mischief (Misdemeanor),1,0,1,0,0,No Bail,4,0,0,Female,White,Judge10,TRUE
17BU024547,Defendant890,10/5/2017,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,3,0,0,Male,White,Judge10,TRUE
17BU024372,Defendant1009,10/5/2017,"Driving Under The Influence, First Offense",2,0,0,0,0,No Bail,4,0,0,Male,Black,Judge10,TRUE
17BU024795,Defendant726,10/5/2017,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,0,Male,White,Judge10,TRUE
17BU023062,Defendant367,10/5/2017,Assault On A Law Enforcement Officer (Misdemeanor),1,0,0,1,250,Bail,NA,1,0,Male,Black,Judge10,TRUE
17BU024331,Defendant1039,10/5/2017,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,1,0,0,Female,White,Judge10,TRUE
17BU024245,Defendant624,10/5/2017,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,1,0,0,Male,White,Judge10,TRUE
17BU026213,Defendant53,10/6/2017,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,0,0,1,500,Bail,1,1,0,Male,White,Judge1,TRUE
17BU026411,Defendant892,10/9/2017,Simple Assault,2,0,1,0,0,No Bail,5,0,0,Male,White,Judge10,TRUE
17BU026389,Defendant53,10/9/2017,Unlawful Trespass (Felony),4,1,0,0,0,No Bail,6,0,1,Male,White,Judge10,TRUE
17BU026409,Defendant145,10/9/2017,Unlawful Trespass (Felony),1,1,0,0,0,No Bail,4,0,0,Female,White,Judge10,TRUE
17BU026277,Defendant294,10/9/2017,Domestic Assault - 1st Degree Aggravated,3,1,0,0,0,No Bail,4,0,0,Male,White,Judge10,TRUE
17BU026476,Defendant70,10/9/2017,Burglary,2,1,0,0,0,No Bail,1,0,0,Male,White,Judge10,TRUE
17BU023783,Defendant489,10/10/2017,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,2,0,0,Female,White,Judge12,TRUE
17BU024852,Defendant125,10/10/2017,"Drugs - Cocaine, Possession  Misdemeanor",1,0,1,0,0,No Bail,1,0,0,Male,White,Judge12,TRUE
17BU012708,Defendant806,10/10/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge12,TRUE
17BU0024212,Defendant663,10/10/2017,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor",2,0,1,0,0,No Bail,1,1,0,Male,White,Judge12,TRUE
17BU024505,Defendant230,10/10/2017,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,0,Male,White,Judge12,TRUE
17BU023821,Defendant669,10/10/2017,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,1,0,Female,White,Judge12,TRUE
17BU018251,Defendant790,10/10/2017,Unlawful Trespass (Misdemeanor),1,0,1,1,250,Bail,1,1,0,Female,White,Judge12,TRUE
17BU026237,Defendant677,10/10/2017,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,1,0,Male,White,Judge12,TRUE
17BU026512,Defendant726,10/10/2017,Simple Assault,4,0,1,0,0,No Bail,1,0,1,Male,White,Judge12,TRUE
17BU025075,Defendant825,10/10/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge12,TRUE
17BU026500,Defendant928,10/10/2017,Simple Assault,1,0,1,0,0,No Bail,4,0,0,Male,White,Judge12,TRUE
17BU026342,Defendant799,10/12/2017,Aggravated Assault,2,1,0,0,0,No Bail,7,0,0,Male,Black,Judge10,TRUE
17BU04631,Defendant560,10/12/2017,NA,1,NA,NA,0,0,No Bail,NA,0,0,Male,White,Judge10,TRUE
WS006508,Defendant1005,10/12/2017,Obstruction Of Justice,2,1,0,1,5000,Bail,2,0,0,Male,Black,Judge10,TRUE
17BU014998,Defendant205,10/16/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,0,Male,Black,Judge10,TRUE
17BU026792,Defendant46,10/16/2017,Disorderly Conduct - All Other,2,0,1,0,0,No Bail,4,0,1,Female,White,Judge10,TRUE
17BU023710,Defendant46,10/16/2017,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,3,0,2,Female,White,Judge10,TRUE
17BU027071,Defendant362,10/16/2017,"Drugs - Cocaine, Possession  Misdemeanor",1,0,1,0,0,No Bail,3,0,0,Male,White,Judge10,TRUE
17BU026915,Defendant928,10/16/2017,Domestic Assault,2,0,0,0,0,No Bail,4,0,1,Male,White,Judge10,TRUE
17BU026447,Defendant385,10/16/2017,Burglary,2,1,0,0,0,No Bail,5,0,0,Male,White,Judge10,TRUE
17BU024600,Defendant657,10/17/2017,Leaving Scene Of An Accident,2,0,1,0,0,No Bail,3,0,0,Male,White,Judge10,TRUE
17BU025480,Defendant19,10/17/2017,"Drugs - Depressant, Stimulant, And Narcotic Possession >100 X Dose",1,1,0,0,0,No Bail,1,0,0,Male,White,Judge10,TRUE
17BU025925,Defendant102,10/19/2017,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,3,0,0,Male,White,Judge14,TRUE
17BU024477,Defendant25,10/19/2017,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,0,Male,Black,Judge14,TRUE
17BU026808,Defendant440,10/19/2017,Violation Of Conditions Of Release (Other),4,0,0,0,0,No Bail,1,0,0,Female,White,Judge14,TRUE
17BU026542,Defendant296,10/19/2017,"Drugs - Heroin, Trafficking",1,1,0,0,0,Remanded,1,0,0,Male,Black,Judge12,TRUE
17BU025972,Defendant454,10/19/2017,Burglary,6,1,0,1,5000,Bail,5,0,3,Male,White,Judge10,TRUE
17BU023976,Defendant454,10/19/2017,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,4,Male,White,Judge10,TRUE
17BU023833,Defendant164,10/19/2017,"Drugs - Heroin, Trafficking",7,1,0,1,10000,Bail,NA,0,0,Female,White,Judge10,TRUE
17BU027324,Defendant106,10/19/2017,Violation Of An Abuse Prevention Order,2,0,0,0,0,No Bail,5,0,0,Male,White,Judge1,TRUE
17BU027598,Defendant918,10/23/2017,Unlawful Trespass (Felony),1,1,0,0,0,No Bail,5,0,0,Male,Black,Judge10,TRUE
17BU027522,Defendant41,10/23/2017,Domestic Assault,2,0,0,0,0,No Bail,3,0,0,Male,White,Judge10,TRUE
17BU012794,Defendant701,10/23/2017,"Drugs - Cocaine, Sale <2.5 Gm",2,1,0,0,0,No Bail,3,0,0,Female,White,Judge10,TRUE
17A104831,Defendant878,10/23/2017,Aggravated Assault,4,1,0,0,0,No Bail,1,0,0,Male,White,Judge10,TRUE
17A104843,Defendant902,10/23/2017,Aggravated Assault,3,1,0,0,0,No Bail,1,0,0,Male,White,Judge10,TRUE
17BU0012294,Defendant61,10/24/2017,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,0,Female,White,Judge10,TRUE
17BU025939,Defendant281,10/24/2017,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,3,0,0,Male,White,Judge10,TRUE
17BU026215,Defendant292,10/24/2017,Driving Under The Influence; Second And Subsequent Offense,1,0,0,0,0,No Bail,3,0,0,Male,White,Judge10,TRUE
17BU005237,Defendant200,10/24/2017,Simple Assault,1,0,1,0,0,No Bail,3,0,0,Female,White,Judge10,TRUE
17BU027696,Defendant1015,10/24/2017,Assault And Robbery,1,1,0,1,1500,Bail,5,0,0,Female,White,Judge12,TRUE
17BU027838,Defendant339,10/25/2017,Petit Larceny Other,1,0,1,0,0,No Bail,3,0,0,Female,White,Judge10,TRUE
17BU027788,Defendant873,10/26/2017,Simple Assault,2,0,1,0,0,No Bail,4,0,0,Female,White,Judge1,TRUE
17BU027938,Defendant522,10/26/2017,Unlawful Restraint - 1st Degree,2,1,0,0,0,No Bail,6,0,0,Male,White,Judge1,TRUE
17BU027939,Defendant772,10/26/2017,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,0,0,Male,White,Judge1,TRUE
17BU026631,Defendant647,10/26/2017,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,0,0,Male,White,Judge1,TRUE
16BU036405,Defendant564,10/26/2017,Retail Theft (Misd),1,0,1,0,0,No Bail,1,0,0,Female,White,Judge1,TRUE
17BU027779,Defendant1028,10/26/2017,Resisting Arrest,2,0,1,0,0,No Bail,1,0,0,Male,Black,Judge1,TRUE
17BU019783,Defendant191,10/27/2017,Counterfeiting,2,1,0,1,5000,Bail,4,0,0,Male,White,Judge12,TRUE
17BU028001,Defendant510,10/27/2017,Driving With A Criminally Suspended License,1,0,1,1,500,Bail,1,0,0,Female,White,Judge12,TRUE
17BU028012,Defendant654,10/27/2017,Domestic Assault - 1st Degree Aggravated,2,1,0,0,0,No Bail,6,0,0,Female,Black,Judge12,TRUE
17BU028215,Defendant724,10/30/2017,Aggravated Assault,1,1,0,1,500,Bail,5,0,0,Female,White,Judge1,TRUE
17BU028096,Defendant260,10/30/2017,Burglary,3,1,0,1,500,Bail,4,0,0,Male,White,Judge1,TRUE
17ES05951,Defendant260,10/30/2017,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",2,0,0,1,500,Bail,6,0,1,Male,White,Judge1,TRUE
17BU028298,Defendant260,10/30/2017,Violation Of An Abuse Prevention Order,2,0,0,1,500,Bail,6,0,2,Male,White,Judge1,TRUE
17BU027139,Defendant844,10/31/2017,Driving With A Criminally Suspended License,2,0,1,0,0,No Bail,2,0,0,Female,Black,Judge10,TRUE
17BU028343,Defendant58,10/31/2017,Domestic Assault - 1st Degree Aggravated,3,1,0,1,1000,Bail,7,0,0,Male,White,Judge10,TRUE
17BU028385,Defendant253,10/31/2017,"Driving Under The Influence, First Offense",1,0,0,1,500,Bail,1,0,0,Male,White,Judge10,TRUE
17BU0026471,Defendant70,10/31/2017,"Drugs - Depressant, Stimulant, And Narcotic - Sale > 100 X Dose",1,1,0,1,1000,Bail,3,0,1,Male,White,Judge10,TRUE
17BU021272,Defendant261,10/31/2017,"Drugs - Heroin, Possession 2+ Grams",1,1,0,0,0,No Bail,3,0,0,Female,White,Judge10,TRUE
17BU028134,Defendant757,10/31/2017,Aggravated Assault,3,1,0,0,0,No Bail,3,0,0,Female,White,Judge10,TRUE
17B027137,Defendant603,10/31/2017,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,5,0,0,Male,Black,Judge10,TRUE
17BU024383,Defendant230,10/31/2017,Retail Theft (Misd),1,0,1,0,0,No Bail,1,1,1,Male,White,Judge10,TRUE
17BU024631,Defendant339,10/31/2017,Retail Theft (Misd),2,0,1,0,0,No Bail,3,0,1,Female,White,Judge10,TRUE
17BU023922,Defendant696,10/31/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,1,1,Female,White,Judge10,TRUE
17BU028305,Defendant298,11/1/2017,Domestic Assault - 2nd Degree Aggravated,3,1,0,0,0,No Bail,5,0,0,Male,White,Judge1,TRUE
17BU028084,Defendant151,11/2/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,2,0,0,Male,White,Judge2,TRUE
17BU025482,Defendant620,11/2/2017,Theft Of Services (Misdemeanor),1,0,1,1,50,Bail,1,1,0,Male,Black,Judge2,TRUE
17BU028391,Defendant928,11/2/2017,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,0,2,Male,White,Judge2,TRUE
17BU027379,Defendant811,11/2/2017,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,1,0,0,Male,White,Judge2,TRUE
17BU028098,Defendant465,11/2/2017,Domestic Assault - 1st Degree Aggravated,1,1,0,0,0,No Bail,3,0,0,Male,White,Judge2,TRUE
17BU027158,Defendant168,11/2/2017,Simple Assault,1,0,1,0,0,No Bail,4,0,0,Female,White,Judge2,TRUE
17BU021363,Defendant396,11/2/2017,Domestic Assault,1,0,0,0,0,No Bail,3,0,0,Male,White,Judge2,TRUE
17BU025345,Defendant910,11/3/2017,"Drugs - Heroin, Sale Felony",8,1,0,1,10000,Bail,NA,0,0,Male,Black,Judge1,TRUE
17BU026650,Defendant163,11/6/2017,"Drugs - Cocaine, Sale >2.5 Gm",2,1,0,0,0,No Bail,3,0,0,Male,White,Judge4,TRUE
17BU028755,Defendant344,11/6/2017,Resisting Arrest,1,0,1,1,5000,Bail,2,0,0,Male,Black,Judge4,TRUE
17BU028786,Defendant433,11/6/2017,Domestic Assault,1,0,0,0,0,No Bail,5,0,0,Male,White,Judge4,TRUE
17BU028717,Defendant1036,11/6/2017,Aggravated Assault,1,1,0,0,0,No Bail,7,0,0,Male,White,Judge4,TRUE
17BU028790,Defendant676,11/6/2017,Driving With A Criminally Suspended License,1,0,1,1,500,Bail,1,1,0,Male,Black,Judge4,TRUE
17BU027126,Defendant471,11/6/2017,"Drugs - Cocaine, Possession  >2.5 Gm",1,1,0,0,0,No Bail,3,0,0,Male,Black,Judge4,TRUE
15WS003143,Defendant260,11/6/2017,Lewd And Lascivious Conduct,1,1,0,0,0,Remanded,1,0,3,Male,White,Judge4,TRUE
17WS006999,Defendant455,11/6/2017,"Drugs - Cocaine, Possession  Misdemeanor",3,0,1,1,500,Bail,4,0,0,Female,Black,Judge4,TRUE
17WS007009,Defendant143,11/6/2017,"Drugs - Heroin, Possession 1+ Grams",2,1,0,1,25000,Bail,3,0,0,Male,Black,Judge4,TRUE
17BU018435,Defendant340,11/6/2017,Assault And Robbery,2,1,0,0,0,No Bail,6,0,0,Male,Black,Judge4,TRUE
17BU027578,Defendant80,11/7/2017,Disorderly Conduct - All Other,1,0,1,1,250,Bail,1,1,0,Male,White,Judge10,TRUE
17BU02703,Defendant491,11/7/2017,Unlawful Trespass (Misdemeanor),2,0,1,1,250,Bail,1,1,0,Male,Black,Judge10,TRUE
17BU022677,Defendant129,11/7/2017,Unlawful Mischief (Misdemeanor),1,0,1,0,0,No Bail,1,1,0,Female,White,Judge10,TRUE
17BU028518,Defendant155,11/7/2017,Violation Of An Abuse Prevention Order,2,0,0,0,0,No Bail,3,0,1,Male,White,Judge10,TRUE
17BU021415,Defendant462,11/7/2017,Lewd And Lascivious Conduct,1,1,0,0,0,Remanded,4,0,0,Male,Black,Judge10,TRUE
17BU028665,Defendant602,11/7/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge10,TRUE
17BU027395,Defendant382,11/9/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,2,0,0,Male,Asian,Judge19,TRUE
17BU026992,Defendant378,11/9/2017,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,0,Female,Black,Judge19,TRUE
17BU027128,Defendant154,11/9/2017,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),2,0,1,0,0,No Bail,3,0,0,Male,Black,Judge19,TRUE
17BU027413,Defendant549,11/9/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge19,TRUE
17BU027969,Defendant523,11/9/2017,"Drugs - Heroin, Sale Felony",3,1,0,0,0,No Bail,3,0,0,Male,Black,Judge19,TRUE
17BU029096,Defendant671,11/13/2017,Domestic Assault,1,0,0,1,500,Bail,5,0,0,Male,White,Judge1,TRUE
17BU029237,Defendant131,11/13/2017,Violation Of An Abuse Prevention Order,1,0,0,1,500,Bail,5,0,0,Male,White,Judge1,TRUE
17BU029159,Defendant928,11/13/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,3,Male,White,Judge1,TRUE
17BU029375,Defendant445,11/14/2017,Domestic Assault,1,0,0,0,0,No Bail,4,0,0,Male,Other,Judge10,TRUE
17BU002491,Defendant604,11/14/2017,Retail Theft (Misd),1,0,1,0,0,No Bail,1,0,0,Female,Black,Judge10,TRUE
17BU027139,Defendant844,11/14/2017,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,1,Female,Black,Judge10,TRUE
17BU027149,Defendant72,11/14/2017,Unlawful Mischief (Misdemeanor),1,0,1,0,0,No Bail,4,0,0,Male,White,Judge10,TRUE
17BU024637,Defendant223,11/14/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge10,TRUE
17BU028007,Defendant75,11/14/2017,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,3,0,0,Male,Asian,Judge10,TRUE
17BU028027,Defendant585,11/14/2017,Driving Under The Influence; Second And Subsequent Offense,2,0,0,0,0,No Bail,4,0,0,Male,Black,Judge10,TRUE
17SB012306,Defendant454,11/14/2017,Violation Of An Abuse Prevention Order,5,0,0,1,10000,Bail,5,0,5,Male,White,Judge10,TRUE
17BU028323,Defendant454,11/14/2017,Stolen Property Receiving (Possession Of) Stolen Property (Felony),1,1,0,1,10000,Bail,3,0,6,Male,White,Judge10,TRUE
17UV007754,Defendant454,11/14/2017,Identity Theft,3,1,0,1,10000,Bail,4,0,7,Male,White,Judge10,TRUE
17BU019617,Defendant821,11/16/2017,Vulnerable Adults Financial Exploitation Of Vulnerable Adult,1,0,0,0,0,No Bail,2,0,0,Female,White,Judge2,TRUE
17WS006120,Defendant190,11/16/2017,"Drugs - Heroin, Possession (Misdemeanor)",1,0,1,1,250,Bail,1,1,0,Female,White,Judge2,TRUE
17BU028424,Defendant4,11/16/2017,Retail Theft (Misd),1,0,1,0,0,No Bail,NA,0,0,Female,White,Judge2,TRUE
17BU027932,Defendant453,11/16/2017,Unlawful Mischief (Felony),1,1,0,0,0,No Bail,1,0,0,Male,White,Judge2,TRUE
17BU027932,Defendant162,11/16/2017,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,1,0,0,Male,White,Judge2,TRUE
17BU025935,Defendant398,11/16/2017,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,1,0,0,Female,White,Judge2,TRUE
17BU028475,Defendant638,11/16/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge2,TRUE
17BU027827,Defendant642,11/16/2017,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,0,Female,White,Judge2,TRUE
17BU029778,Defendant46,11/20/2017,Simple Assault,2,0,1,0,0,No Bail,3,0,3,Female,White,Judge10,TRUE
17BU029665,Defendant514,11/20/2017,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,5,0,0,Male,White,Judge10,TRUE
17BU029800,Defendant999,11/20/2017,Driving With A Criminally Suspended License,2,0,1,0,0,No Bail,5,0,0,Male,White,Judge10,TRUE
17BU029836,Defendant335,11/20/2017,Domestic Assault - 1st Degree Aggravated,1,1,0,0,0,No Bail,5,0,0,Male,White,Judge10,TRUE
17BU029617,Defendant876,11/20/2017,Domestic Assault,1,0,0,1,500,Bail,1,1,0,Male,White,Judge10,TRUE
17BU029852,Defendant440,11/20/2017,Retail Theft (Misd),1,0,1,0,0,No Bail,1,0,1,Female,White,Judge1,TRUE
17BU027696,Defendant1015,11/21/2017,Retail Theft (Misd),2,0,1,1,1500,Bail,NA,0,1,Female,White,Judge1,TRUE
17BU029799,Defendant173,11/21/2017,Domestic Assault,1,0,0,0,0,No Bail,4,0,0,Female,White,Judge1,TRUE
17BU029576,Defendant264,11/21/2017,Simple Assault,1,0,1,0,0,No Bail,3,0,0,Male,White,Judge1,TRUE
17BU028436,Defendant844,11/21/2017,Retail Theft (Misd),2,0,1,0,0,No Bail,3,0,2,Female,Black,Judge1,TRUE
17BU027413,Defendant1050,11/21/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,4,0,0,Male,White,Judge1,TRUE
17BU027038,Defendant146,11/21/2017,Unlawful Mischief (Misdemeanor),2,0,1,0,0,No Bail,3,0,0,Male,Black,Judge1,TRUE
17BU028376,Defendant253,11/21/2017,"Drugs - Methamphetamine, Possession -Misdemeanor",1,0,1,0,0,No Bail,1,0,1,Male,White,Judge1,TRUE
17BU028185,Defendant905,11/21/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,5,0,0,Male,White,Judge1,TRUE
17BU029242,Defendant29,11/21/2017,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,0,Male,Asian,Judge1,TRUE
17BU026173,Defendant780,11/22/2017,"Drugs - Cocaine, Sale <2.5 Gm",2,1,0,0,0,No Bail,3,0,0,Male,Black,Judge12,TRUE
17BU026173,Defendant645,11/22/2017,"Drugs - Cocaine, Sale <2.5 Gm",2,1,0,0,0,No Bail,5,0,0,Male,Asian,Judge12,TRUE
17BU016754,Defendant91,11/22/2017,Grand Larceny,1,1,0,0,0,No Bail,3,0,0,Male,White,Judge12,TRUE
17BU028614,Defendant92,11/22/2017,"Drugs - Cocaine, Sale <2.5 Gm",2,1,0,0,0,No Bail,3,0,0,Male,Asian,Judge12,TRUE
17BU029977,Defendant48,11/22/2017,Violation Of An Abuse Prevention Order,4,0,0,1,500,Bail,4,0,0,Male,Black,Judge12,TRUE
17BU030076,Defendant553,11/27/2017,Domestic Assault - 1st Degree Aggravated,5,1,0,0,0,No Bail,1,0,0,Male,Black,Judge10,TRUE
17BU030121,Defendant915,11/27/2017,Domestic Assault - 2nd Degree Aggravated,4,1,0,1,5000,Bail,5,0,0,Male,White,Judge10,TRUE
17BU029779,Defendant719,11/27/2017,Violation Of Conditions Of Release (Other),2,0,0,0,0,No Bail,4,0,0,Male,Black,Judge10,TRUE
17BU030100,Defendant1002,11/27/2017,Burglary,2,1,0,1,750,Bail,3,0,0,Male,Black,Judge10,TRUE
17BU02474,Defendant609,11/27/2017,Assault And Robbery,1,1,0,1,5000,Bail,3,0,0,Male,Black,Judge10,TRUE
17BU029537,Defendant718,11/27/2017,Burglary,2,1,0,1,10000,Bail,3,0,0,Male,White,Judge10,TRUE
17BU030074,Defendant868,11/27/2017,Domestic Assault,2,0,0,0,0,No Bail,6,0,0,Male,White,Judge10,TRUE
17BU029574,Defendant627,11/28/2017,Unlawful Mischief (Misdemeanor),1,0,1,0,0,No Bail,1,1,0,Female,White,Judge1,TRUE
17BU024260,Defendant740,11/28/2017,Aggravated Assault,1,1,0,0,0,No Bail,3,0,0,Male,White,Judge1,TRUE
17BU029206,Defendant768,11/28/2017,Negligent Operation,2,0,1,0,0,No Bail,3,0,0,Male,White,Judge1,TRUE
17BU028325,Defendant332,11/28/2017,Operation Without Consent,2,0,1,0,0,No Bail,3,0,0,Female,White,Judge1,TRUE
17BU028074,Defendant473,11/28/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,5,0,0,Female,White,Judge1,TRUE
17BU028707,Defendant104,11/30/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge18,TRUE
17BU029227,Defendant731,11/30/2017,False Alarms To Public Safety,1,0,1,0,0,No Bail,1,0,0,NA,White,Judge18,TRUE
17BU027479,Defendant112,11/30/2017,Simple Assault,2,0,1,0,0,No Bail,1,1,0,Female,White,Judge18,TRUE
17BU027827,Defendant642,11/30/2017,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,1,Female,White,Judge18,TRUE
17BU029262,Defendant947,11/30/2017,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,4,0,0,Female,White,Judge18,TRUE
17BU028555,Defendant568,11/30/2017,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,1,0,0,Male,White,Judge18,TRUE
17BU029889,Defendant362,11/30/2017,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,1,Male,White,Judge18,TRUE
17BU029091,Defendant1051,11/30/2017,Retail Theft (Misd),1,0,1,0,0,No Bail,1,1,0,Male,Black,Judge18,TRUE
17BU029242,Defendant29,11/30/2017,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,1,Male,Asian,Judge18,TRUE
17BU026992,Defendant378,11/30/2017,Driving With A Criminally Suspended License,2,0,1,1,200,Bail,1,1,1,Female,Black,Judge18,TRUE
17BU030208,Defendant452,11/30/2017,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,0,Male,Black,Judge18,TRUE
