incident_num,defendant_id,arraignment_date,charge,num_charges,felony,expungable,any_bail,bail_amount,bail_types,num_conditions,did_not_appear,prior_appearences,gender,race,judge_id,arraignment_data
18BU004829,Defendant6,3/7/2018,Disorderly Conduct - All Other,1,0,1,1,500,Bail,1,0,0,Male,Black,Judge1,TRUE
18BU004779,Defendant202,3/7/2018,Domestic Assault,1,0,0,0,0,No Bail,5,0,0,Male,Black,Judge1,TRUE
16BU033339,Defendant599,3/8/2018,False Information To A Police Officer,1,0,1,0,0,No Bail,1,1,0,Male,Black,Judge14,TRUE
17BU023922,Defendant515,3/8/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,1,1,Female,White,Judge14,TRUE
18BU001343,Defendant293,3/8/2018,Attempts (Misdemeanor),1,0,1,0,0,No Bail,1,1,1,Female,White,Judge14,TRUE
18BU002130,Defendant587,3/8/2018,Sexual Offense Aggravated Sexual Assault Of A Child,1,1,0,0,0,No Bail,5,0,0,Male,Black,Judge14,TRUE
18BU003565,Defendant368,3/8/2018,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,0,Male,White,Judge14,TRUE
18BU004805,Defendant211,3/9/2018,False Information To A Police Officer,2,0,1,0,0,No Bail,1,0,0,Female,White,Judge12,TRUE
18BU003636,Defendant891,3/13/2018,Unlawful Trespass (Felony),1,1,0,0,0,Remanded,3,0,0,Male,White,Judge10,TRUE
18BU005264,Defendant783,3/13/2018,Retail Theft (Felony),1,1,0,1,200,Bail,3,0,1,Female,White,Judge10,TRUE
18BU004046,Defendant677,3/13/2018,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,1,1,Male,White,Judge10,TRUE
18BU003760,Defendant571,3/13/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge10,TRUE
18BU004401,Defendant661,3/15/2018,Retail Theft (Misd),1,0,1,0,0,No Bail,1,0,0,Female,White,Judge14,TRUE
18BU0002355,Defendant553,3/15/2018,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,0,0,0,0,No Bail,3,0,1,Male,Black,Judge14,TRUE
18BU0005152,Defendant838,3/15/2018,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,3,0,0,Female,White,Judge14,TRUE
18BU0005388,Defendant211,3/15/2018,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,0,0,0,0,No Bail,4,0,1,Female,White,Judge14,TRUE
18BU0002675,Defendant950,3/15/2018,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,1,0,0,Male,White,Judge14,TRUE
18BU0004401,Defendant311,3/15/2018,Retail Theft (Misd),1,0,1,0,0,No Bail,1,0,0,Female,White,Judge4,TRUE
18BU0004150,Defendant118,3/15/2018,Unlawful Trespass (Misdemeanor),1,0,1,1,100,Bail,1,1,0,Female,White,Judge4,TRUE
17BU025894,Defendant496,3/15/2018,Leaving Scene Of An Accident,1,0,1,0,0,No Bail,1,0,0,Female,Black,Judge4,TRUE
18BU0003710,Defendant525,3/15/2018,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge4,TRUE
18MT001664,Defendant481,3/15/2018,"Drugs - Cocaine, Sale >2.5 Gm",1,1,0,0,0,No Bail,3,0,0,Female,White,Judge14,TRUE
18BU001664,Defendant490,3/15/2018,"Drugs - Cocaine, Sale <2.5 Gm",2,1,0,0,0,No Bail,3,0,0,Male,White,Judge14,TRUE
18BU005463,Defendant58,3/16/2018,Assault And Robbery,1,1,0,0,0,No Bail,5,0,1,Male,White,Judge4,TRUE
18BU004675,Defendant293,3/20/2018,Simple Assault,2,0,1,0,0,No Bail,1,1,2,Female,White,Judge10,TRUE
18BU004127,Defendant102,3/20/2018,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,1,1,Male,White,Judge10,TRUE
18BU004821,Defendant663,3/20/2018,Violation Of Conditions Of Release (Other),1,0,0,1,500,Bail,1,1,1,Male,White,Judge10,TRUE
18BU002175,Defendant186,3/20/2018,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor",3,0,1,0,0,No Bail,4,0,0,Male,White,Judge10,TRUE
18BU005735,Defendant53,3/20/2018,Violation Of Conditions Of Release (Other),1,0,0,1,10000,Bail,3,0,2,Male,White,Judge10,TRUE
18BU005709,Defendant408,3/20/2018,Driving Under The Influence; Criminal Refusal,1,0,0,0,0,No Bail,4,0,0,Male,Black,Judge10,TRUE
18SB005709,Defendant730,3/20/2018,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,4,0,0,Male,White,Judge10,TRUE
18SB003049,Defendant919,3/20/2018,"Drugs - Heroin, Possession 200+ Milligrams",1,1,0,1,250000,Bail,NA,1,1,Female,White,Judge10,TRUE
18BU005808,Defendant905,3/20/2018,Domestic Assault - 1st Degree Aggravated,1,1,0,0,0,No Bail,1,0,1,Male,White,Judge10,TRUE
18BU005826,Defendant303,3/21/2018,Domestic Assault,1,0,0,1,5000,Bail,NA,0,1,Male,White,Judge12,TRUE
18BU005826,Defendant919,3/21/2018,"Drugs - Heroin, Possession 200+ Milligrams",1,1,0,0,0,Remanded,NA,0,2,Female,White,Judge12,TRUE
18BU005826,Defendant730,3/21/2018,Assault On A Law Enforcement Officer (Felony),6,1,0,1,10000,Bail,1,0,1,Male,White,Judge12,TRUE
18SF002623,Defendant312,3/21/2018,Violation Of An Abuse Prevention Order,1,0,0,0,0,No Bail,1,0,0,Male,White,Judge12,TRUE
18BU004087,Defendant222,3/22/2018,Simple Assault,2,0,1,0,0,No Bail,3,0,0,Male,White,Judge10,TRUE
18BU004247,Defendant79,3/22/2018,Simple Assault,2,0,1,0,0,No Bail,1,0,0,Female,White,Judge10,TRUE
18BU004892,Defendant448,3/22/2018,False Information To A Police Officer,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge10,TRUE
18BU005918,Defendant359,3/22/2018,"Drugs - Marijuana, Possession Or Cultivation -Misdemeanor",2,0,1,1,500,Bail,2,0,0,Male,Hispanic,Judge10,TRUE
18BU005918,Defendant864,3/22/2018,Impeding Public Officers,2,1,0,0,0,No Bail,2,0,0,Female,White,Judge10,TRUE
18BU006099,Defendant397,3/26/2018,Lewd And Lascivious Conduct With A Child,1,1,0,0,0,No Bail,5,0,0,Male,White,Judge6,TRUE
18BU006101,Defendant1055,3/26/2018,Sexual Offense Aggravated Sexual Assault Of A Child,1,1,0,0,0,Remanded,NA,0,0,Male,White,Judge6,TRUE
18BU006203,Defendant356,3/26/2018,Simple Assault,1,0,1,0,0,No Bail,5,0,2,Male,White,Judge6,TRUE
18BU006053,Defendant920,3/26/2018,"Drugs - Heroin, Possession (Misdemeanor)",1,0,1,0,0,No Bail,3,0,0,Female,Asian,Judge6,TRUE
18BU006098,Defendant966,3/26/2018,Assault On A Law Enforcement Officer (Misdemeanor),1,0,0,0,0,No Bail,3,0,0,Female,White,Judge6,TRUE
18BU006092,Defendant720,3/26/2018,Larceny From A Person,2,1,0,0,0,No Bail,5,0,0,Male,White,Judge6,TRUE
18BU006243,Defendant135,3/26/2018,Domestic Assault,1,0,0,0,0,No Bail,5,0,0,Male,White,Judge6,TRUE
18MP002103,Defendant566,3/26/2018,Retail Theft (Misd),1,0,1,0,0,No Bail,3,0,0,Female,Black,Judge6,TRUE
18BU006313,Defendant784,3/27/2018,Domestic Assault,1,0,0,0,0,No Bail,5,0,0,Female,White,Judge1,TRUE
18BU005910,Defendant1040,3/27/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,5,0,0,Male,White,Judge1,TRUE
18BU004729,Defendant544,3/27/2018,Leaving Scene Of An Accident,2,0,1,1,250,Bail,1,1,0,Male,White,Judge4,TRUE
18BU003838,Defendant767,3/27/2018,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,5,0,1,Male,White,Judge1,TRUE
18BU004944,Defendant118,3/27/2018,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,1,1,Female,White,Judge1,TRUE
17BU011139,Defendant958,3/27/2018,Possession Of Child Pornography,4,1,0,0,0,No Bail,4,0,0,Male,White,Judge1,TRUE
18BU003353,Defendant86,3/27/2018,Unlawful Trespass (Misdemeanor),1,0,1,1,500,Bail,1,1,3,Male,White,Judge1,TRUE
17BU014175,Defendant90,3/27/2018,Driving With A Criminally Suspended License,1,0,1,1,250,Bail,1,1,0,Female,White,Judge1,TRUE
18BU004684,Defendant994,3/27/2018,Disorderly Conduct - All Other,2,0,1,0,0,No Bail,1,0,0,Female,White,Judge1,TRUE
18BU004211,Defendant326,3/29/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,1,0,Male,White,Judge14,TRUE
18BU005157,Defendant747,3/29/2018,Domestic Assault - 1st Degree Aggravated,1,1,0,0,0,No Bail,3,0,0,Male,White,Judge14,TRUE
18WS000984,Defendant203,3/29/2018,"Drugs - Depressant, Stimulant, And Narcotic Possession >100 X Dose",1,1,0,1,500,Bail,1,1,4,Male,White,Judge14,TRUE
16BU033339,Defendant599,3/29/2018,False Information To A Police Officer,1,0,1,1,250,Bail,1,1,1,Male,Black,Judge14,TRUE
18BU004159,Defendant1010,3/29/2018,Negligent Operation,2,0,1,0,0,No Bail,2,0,0,Male,White,Judge14,TRUE
18BU004883,Defendant624,3/29/2018,Resisting Arrest,2,0,1,0,0,No Bail,1,1,1,Male,White,Judge14,TRUE
18BU003565,Defendant368,3/29/2018,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,1,Male,White,Judge14,TRUE
18BU006643,Defendant401,4/2/2018,Grand Larceny,4,1,0,0,0,No Bail,3,0,0,Male,White,Judge10,TRUE
18BU006676,Defendant789,4/2/2018,Aggravated Assault,2,1,0,1,2500,Bail,5,0,0,Male,Black,Judge10,TRUE
18BU006642,Defendant851,4/2/2018,Domestic Assault - 2nd Degree Aggravated,1,1,0,0,0,No Bail,3,0,0,Female,White,Judge10,TRUE
18BU006784,Defendant118,4/2/2018,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,3,0,2,Female,White,Judge10,TRUE
17BU023922,Defendant515,4/2/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,1,2,Female,White,Judge14,TRUE
18BU001343,Defendant293,4/3/2018,Simple Assault,1,0,1,1,200,Bail,1,1,3,Female,White,Judge14,TRUE
17BU013189,Defendant643,4/3/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,1,Male,White,Judge14,TRUE
18BU004491,Defendant250,4/3/2018,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,0,Male,Black,Judge14,TRUE
18BU004046,Defendant677,4/3/2018,Driving With A Criminally Suspended License,1,0,1,1,100,Bail,1,1,2,Male,White,Judge14,TRUE
18BU006846,Defendant944,4/3/2018,Assault On A Law Enforcement Officer (Misdemeanor),1,0,0,0,0,No Bail,2,0,0,Female,White,Judge14,TRUE
18BU007003,Defendant306,4/5/2018,Arson - 4th Degree,2,0,1,0,0,Remanded,4,0,0,Male,White,Judge10,TRUE
17BU028707,Defendant104,4/5/2018,Disorderly Conduct - All Other,1,0,1,1,100,Bail,1,1,1,Male,White,Judge10,TRUE
19BU005916,Defendant1,4/5/2018,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,1,Male,Black,Judge10,TRUE
17BU023922,Defendant355,4/5/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,1,0,Male,White,Judge10,TRUE
18ES01214,Defendant159,4/5/2018,"Drugs - Cocaine, Possession  >2.5 Gm",2,1,0,0,0,No Bail,3,0,0,Male,White,Judge10,TRUE
18SB002547,Defendant794,4/5/2018,"Drugs - Cocaine, Possession  >2.5 Gm",2,1,0,0,0,No Bail,1,0,0,Male,White,Judge10,TRUE
18BU006842,Defendant318,4/9/2018,Assault And Robbery,2,1,0,0,0,No Bail,5,0,0,Male,White,Judge14,TRUE
18BU007205,Defendant74,4/9/2018,Assault And Robbery,1,1,0,0,0,No Bail,8,0,0,Male,White,Judge14,TRUE
18BU007210,Defendant710,4/9/2018,Domestic Assault - 2nd Degree Aggravated,1,1,0,0,0,No Bail,5,0,0,Male,Black,Judge14,TRUE
18BU007197,Defendant736,4/9/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,2,0,0,Male,Black,Judge14,TRUE
18BU007180,Defendant932,4/9/2018,Fugitive From Justice (Arrest Prior To Requisition),1,1,0,1,50000,Bail,NA,0,0,Male,White,Judge14,TRUE
18CC003647,Defendant302,4/9/2018,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,3,0,0,Female,White,Judge14,TRUE
17BU028707,Defendant104,4/10/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,2,Male,White,Judge10,TRUE
17BU029227,Defendant731,4/10/2018,False Alarms To Public Safety,1,0,1,0,0,No Bail,1,0,1,NA,White,Judge10,TRUE
18BU005988,Defendant649,4/10/2018,Unlawful Mischief (Misdemeanor),1,0,1,0,0,No Bail,1,0,0,Male,Black,Judge10,TRUE
18BU007391,Defendant318,4/11/2018,"Drugs - Cocaine, Possession  Misdemeanor",3,0,1,0,0,No Bail,5,0,1,Male,White,Judge10,TRUE
18BU007443,Defendant203,4/12/2018,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor",1,0,1,0,0,No Bail,4,0,5,Male,White,Judge9,TRUE
18BU003282,Defendant943,4/12/2018,"Drugs - Cocaine, Sale <2.5 Gm",4,1,0,0,0,Remanded,3,0,0,Male,Black,Judge9,TRUE
18BU003247,Defendant930,4/12/2018,"Drugs - Cocaine, Possession  >2.5 Gm",7,1,0,0,0,No Bail,8,0,0,Male,White,Judge9,TRUE
18BU006553,Defendant427,4/12/2018,Unlawful Mischief (Misdemeanor),1,0,1,0,0,No Bail,3,0,0,Male,Black,Judge9,TRUE
18BU005993,Defendant498,4/12/2018,"Driving Under The Influence, First Offense",3,0,0,0,0,No Bail,1,1,1,Female,White,Judge9,TRUE
18BU006553,Defendant63,4/12/2018,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,3,0,0,Male,White,Judge9,TRUE
18BU003247,Defendant826,4/12/2018,"Drugs - Cocaine, Sale <2.5 Gm",4,1,0,0,0,No Bail,6,0,0,Female,White,Judge9,TRUE
18BU005921,Defendant429,4/12/2018,Disorderly Conduct - All Other,2,0,1,1,500,Bail,1,1,0,Female,Black,Judge9,TRUE
18SB003902,Defendant285,4/12/2018,Burglary,6,1,0,0,0,Remanded,1,0,1,Female,White,Judge9,TRUE
18BU004127,Defendant102,4/12/2018,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,0,2,Male,White,Judge9,TRUE
18BU007488,Defendant60,4/12/2018,Domestic Assault - 1st Degree Aggravated,1,1,0,0,0,Remanded,NA,0,0,Male,Black,Judge9,TRUE
18BU007205,Defendant901,4/13/2018,Assault And Robbery,1,1,0,1,20000,Bail,5,0,2,Male,Black,Judge10,TRUE
18BU007533,Defendant733,4/13/2018,Larceny From A Person,3,1,0,0,0,No Bail,6,0,0,Male,White,Judge10,TRUE
17BU027728,Defendant800,4/13/2018,"Drugs - Heroin, Sale 200+ Milligrams",2,1,0,0,0,No Bail,6,0,0,Female,White,Judge10,TRUE
18BU007712,Defendant293,4/16/2018,Simple Assault,4,0,1,0,0,No Bail,5,0,4,Female,White,Judge14,TRUE
18BU007621,Defendant208,4/16/2018,Violation Of Conditions Of Release (Other),2,0,0,0,0,No Bail,3,0,1,Male,White,Judge14,TRUE
18WS002114,Defendant149,4/17/2018,"Drugs - Cocaine, Possession  Misdemeanor",2,0,1,0,0,No Bail,4,0,0,Male,White,Judge10,TRUE
18BU007821,Defendant335,4/17/2018,Domestic Assault - 1st Degree Aggravated,1,1,0,0,0,No Bail,5,0,2,Male,White,Judge10,TRUE
17BU028862,Defendant227,4/17/2018,Simple Assault,1,0,1,0,0,No Bail,NA,0,0,Male,White,Judge10,TRUE
18BU006708,Defendant678,4/17/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Female,Black,Judge10,TRUE
17BU028862,Defendant751,4/17/2018,Simple Assault,1,0,1,0,0,No Bail,NA,0,0,Male,White,Judge10,TRUE
18BU006555,Defendant450,4/17/2018,Grossly Negligent Operation,1,0,1,1,200,Bail,1,1,0,Female,White,Judge10,TRUE
18BU006708,Defendant248,4/17/2018,Disorderly Conduct By Phone Or Electronic Communication,1,0,1,0,0,No Bail,1,0,0,Female,White,Judge10,TRUE
18BU006645,Defendant130,4/17/2018,Simple Assault,1,0,1,0,0,No Bail,4,0,0,Male,Black,Judge10,TRUE
18BU007870,Defendant518,4/18/2018,Aggravated Assault,2,1,0,0,0,No Bail,6,0,0,Male,Asian,Judge14,TRUE
18BU007791,Defendant562,4/18/2018,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,0,0,0,0,No Bail,1,0,0,Male,White,Judge14,TRUE
18BU007814,Defendant807,4/18/2018,Domestic Assault - 1st Degree Aggravated,3,1,0,0,0,No Bail,4,0,0,Male,White,Judge14,TRUE
18BU005916,Defendant1,4/19/2018,"Driving Under The Influence, First Offense",2,0,0,0,0,No Bail,3,0,2,Male,Black,Judge14,TRUE
18BU00545,Defendant533,4/19/2018,Cruelty To Children Under 10 By One Over 16,1,0,0,0,0,No Bail,1,0,0,Male,White,Judge14,TRUE
17BU023922,Defendant515,4/19/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,3,Female,White,Judge14,TRUE
18BU003247,Defendant361,4/19/2018,"Drugs - Cocaine, Possession  >2.5 Gm",1,1,0,1,100,Bail,1,1,0,Male,White,Judge14,TRUE
17BU030845,Defendant586,4/19/2018,"Drugs - Cocaine, Sale >2.5 Gm",4,1,0,0,0,No Bail,3,0,0,Male,White,Judge14,TRUE
18BU000498,Defendant500,4/19/2018,Retail Theft (Misd),1,0,1,1,250,Bail,NA,1,2,Female,White,Judge14,TRUE
17BU023922,Defendant355,4/19/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,1,Male,White,Judge14,TRUE
18BU006866,Defendant435,4/19/2018,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),1,0,1,0,0,No Bail,3,0,0,Female,White,Judge14,TRUE
18BU998255,Defendant155,4/23/2018,Violation Of An Abuse Prevention Order,1,0,0,1,100,Bail,5,0,4,Male,White,Judge16,TRUE
18BU008359,Defendant355,4/24/2018,Domestic Assault,2,0,0,0,0,No Bail,5,0,2,Male,White,Judge12,TRUE
18SB003659,Defendant314,4/24/2018,Negligent Operation,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge12,TRUE
18BU008357,Defendant420,4/24/2018,Arson - 4th Degree,2,0,1,1,500,Bail,NA,0,0,Male,White,Judge12,TRUE
18BU008415,Defendant56,4/25/2018,Aggravated Assault,1,1,0,0,0,No Bail,6,0,0,Male,White,Judge12,TRUE
18BU007288,Defendant318,4/26/2018,"Drugs - Cocaine, Sale >2.5 Gm",3,1,0,1,500,Bail,1,1,2,Male,White,Judge14,TRUE
18WS001768,Defendant5,4/26/2018,False Information To A Police Officer,1,0,1,1,25,Bail,1,1,0,Male,White,Judge14,TRUE
18BU007216,Defendant722,4/26/2018,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,4,0,0,Male,White,Judge14,TRUE
17BU008994,Defendant662,4/27/2018,"Drugs - Cocaine, Possession  Misdemeanor",1,0,1,0,0,No Bail,3,0,0,Male,White,Judge12,TRUE
18BU008561,Defendant992,4/27/2018,Domestic Assault,1,0,0,0,0,Remanded,1,0,0,Male,White,Judge12,TRUE
17BU024582,Defendant703,4/27/2018,Burglary,1,1,0,1,25000,Bail,5,0,1,Male,White,Judge12,TRUE
18MT002991,Defendant783,4/30/2018,Driving With A Criminally Suspended License,2,0,1,0,0,No Bail,NA,0,2,Female,White,Judge14,TRUE
18BU00340,Defendant734,4/30/2018,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,1,1,0,Male,White,Judge14,TRUE
18BU008855,Defendant940,5/1/2018,Aggravated Assault,1,1,0,1,5000,Bail,5,0,0,Male,Black,Judge14,TRUE
18BU007366,Defendant783,5/1/2018,Grand Larceny,1,1,0,0,0,No Bail,8,0,3,Female,White,Judge14,TRUE
18WS001831,Defendant629,5/1/2018,"Drugs - Cocaine, Possession  Misdemeanor",1,0,1,1,1000,Bail,1,1,1,Female,White,Judge14,TRUE
18CC004504,Defendant318,5/3/2018,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,4,0,3,Male,White,Judge14,TRUE
18BU009059,Defendant908,5/3/2018,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,3,0,1,Male,White,Judge14,TRUE
18BU009059,Defendant536,5/3/2018,Violation Of Conditions Of Release (Other),1,0,0,0,0,No Bail,3,0,0,Male,White,Judge14,TRUE
18BU007934,Defendant210,5/3/2018,"Drugs - Cocaine, Sale <2.5 Gm",4,1,0,1,25000,Bail,3,0,0,Male,Black,Judge14,TRUE
18BU006297,Defendant614,5/3/2018,"Drugs - Cocaine, Possession  >2.5 Gm",2,1,0,0,0,No Bail,3,0,0,Female,White,Judge14,TRUE
18BU07466,Defendant593,5/3/2018,Unlawful Trespass (Misdemeanor),5,0,1,0,0,No Bail,1,1,1,Male,Black,Judge14,TRUE
18BU007877,Defendant131,5/3/2018,Unlawful Trespass (Misdemeanor),2,0,1,1,500,Bail,1,1,2,Male,White,Judge14,TRUE
18bu008679,Defendant313,5/3/2018,Disorderly Conduct - All Other,1,0,1,1,150,Bail,1,1,0,Male,White,Judge14,TRUE
17BU021308,Defendant903,5/3/2018,Retail Theft (Misd),1,0,1,0,0,No Bail,1,0,0,Female,White,Judge14,TRUE
18BU009141,Defendant679,5/4/2018,Disorderly Conduct - All Other,2,0,1,0,0,No Bail,1,0,0,Male,White,Judge14,TRUE
18BU009298,Defendant276,5/7/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,3,0,2,Male,Black,Judge13,TRUE
18BU009390,Defendant550,5/7/2018,Domestic Assault - 1st Degree Aggravated,3,1,0,0,0,Remanded,NA,0,0,Male,White,Judge13,TRUE
18BU009208,Defendant848,5/7/2018,Unlawful Restraint - 2nd Degree,2,1,0,0,0,No Bail,6,0,0,Male,White,Judge13,TRUE
18BU009467,Defendant131,5/8/2018,Unlawful Trespass (Misdemeanor),2,0,1,0,0,No Bail,2,0,3,Male,White,Judge14,TRUE
18BU008839,Defendant635,5/8/2018,Violation Of Conditions Of Release (Other),1,0,0,1,100,Bail,5,0,0,Male,Black,Judge14,TRUE
18BU008741,Defendant184,5/8/2018,Simple Assault,1,0,1,0,0,No Bail,4,0,0,Male,Black,Judge14,TRUE
18BU008805,Defendant966,5/8/2018,Aggravated Assault,3,1,0,0,0,No Bail,3,0,1,Female,White,Judge14,TRUE
18BU008353,Defendant658,5/8/2018,Unlawful Mischief (Misdemeanor),1,0,1,0,0,No Bail,4,0,0,Female,White,Judge14,TRUE
18BU005756,Defendant689,5/8/2018,Retail Theft (Misd),1,0,1,0,0,No Bail,1,0,0,Female,White,Judge14,TRUE
18BU009560,Defendant314,5/9/2018,Aggravated Assault,1,1,0,0,0,No Bail,6,0,1,Male,White,Judge10,TRUE
18BU009560,Defendant518,5/9/2018,Aggravated Assault,3,1,0,0,0,No Bail,8,0,1,Male,Asian,Judge10,TRUE
18BU009550,Defendant733,5/9/2018,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,0,0,0,0,No Bail,4,0,1,Male,White,Judge10,TRUE
18BU008373,Defendant879,5/10/2018,Simple Assault,1,0,1,1,300,Bail,1,1,0,Male,White,Judge14,TRUE
18BU008485,Defendant276,5/10/2018,Disorderly Conduct - All Other,2,0,1,0,0,No Bail,1,1,3,Male,Black,Judge14,TRUE
18WS000863,Defendant362,5/10/2018,"Drugs - Heroin, Possession 200+ Milligrams",2,1,0,0,0,No Bail,3,0,3,Male,White,Judge14,TRUE
18BU002107,Defendant809,5/10/2018,Disorderly Conduct By Phone Or Electronic Communication,1,0,1,1,200,Bail,1,1,0,Male,White,Judge14,TRUE
18WS000863,Defendant485,5/10/2018,"Drugs - Heroin, Possession 200+ Milligrams",2,1,0,0,0,No Bail,3,0,0,Female,Black,Judge14,TRUE
18BU007251,Defendant580,5/10/2018,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge14,TRUE
18BU009732,Defendant868,5/11/2018,Violation Of Conditions Of Release (Other),1,0,0,1,1000,Bail,1,0,2,Male,White,Judge12,TRUE
18BU009762,Defendant780,5/11/2018,"Drugs - Cocaine, Possession  >2.5 Gm",2,1,0,0,0,No Bail,4,0,2,Male,Black,Judge12,TRUE
18BU009954,Defendant618,5/14/2018,Assault On A Law Enforcement Officer (Felony),4,1,0,0,0,No Bail,3,0,0,Male,White,Judge14,TRUE
18BU001836,Defendant714,5/15/2018,Retail Theft (Misd),1,0,1,0,0,No Bail,1,0,1,Female,White,Judge14,TRUE
18BU007426,Defendant795,5/15/2018,Unlawful Trespass (Misdemeanor),1,0,1,1,100,Bail,1,1,0,Female,White,Judge14,TRUE
18WS002070,Defendant81,5/15/2018,"Drugs - Heroin, Sale Felony",4,1,0,1,1000,Bail,1,1,0,Male,Black,Judge14,TRUE
18BU009853,Defendant172,5/15/2018,Unlawful Trespass (Felony),1,1,0,0,0,No Bail,1,0,0,Male,White,Judge12,TRUE
18BU009059,Defendant536,5/17/2018,"Driving Under The Influence, First Offense",2,0,0,0,0,No Bail,1,1,1,Male,White,Judge10,TRUE
18BU008592,Defendant370,5/17/2018,"Driving Under The Influence, First Offense",1,0,0,0,0,No Bail,1,0,0,Male,White,Judge10,TRUE
18BU008790,Defendant426,5/17/2018,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,0,Male,Asian,Judge10,TRUE
18BU003992,Defendant983,5/17/2018,False Information To A Police Officer,1,0,1,0,0,No Bail,4,0,0,Female,White,Judge10,TRUE
18BU009784,Defendant50,5/17/2018,Assault On A Law Enforcement Officer (Misdemeanor),1,0,0,0,0,No Bail,1,1,2,Female,White,Judge10,TRUE
18BU010224,Defendant270,5/17/2018,Leaving Scene Of An Accident,1,0,1,0,0,No Bail,1,0,2,Female,Black,Judge10,TRUE
18BU008673,Defendant986,5/17/2018,Disorderly Conduct - All Other,1,0,1,0,0,No Bail,1,0,0,Male,White,Judge10,TRUE
18BU006876,Defendant498,5/17/2018,Retail Theft (Misd),1,0,1,0,0,No Bail,1,0,2,Female,White,Judge10,TRUE
18BU010155,Defendant753,5/17/2018,Driving With A Criminally Suspended License,1,0,1,0,0,No Bail,1,0,1,Male,White,Judge10,TRUE
18BU010223,Defendant276,5/17/2018,Disorderly Conduct - All Other,4,0,1,0,0,No Bail,4,0,4,Male,Black,Judge10,TRUE
18BU010598,Defendant814,5/21/2018,Violation Of An Abuse Prevention Order,3,0,0,0,0,No Bail,5,0,1,Male,White,Judge14,TRUE
18BU010544,Defendant206,5/21/2018,Domestic Assault - 1st Degree Aggravated,1,1,0,0,0,No Bail,5,0,0,Male,White,Judge14,TRUE
18BU01514,Defendant10,5/21/2018,Domestic Assault,1,0,0,0,0,No Bail,4,0,0,Male,White,Judge14,TRUE
18BU010545,Defendant119,5/21/2018,Unlawful Trespass (Misdemeanor),1,0,1,0,0,No Bail,NA,0,0,Female,White,Judge14,TRUE
18BU009045,Defendant347,5/22/2018,"Drugs - Cocaine, Possession  >2.5 Gm",3,1,0,0,0,No Bail,5,0,0,Male,White,Judge14,TRUE
18BU010780,Defendant589,5/23/2018,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),1,0,1,0,0,No Bail,5,0,0,Male,Black,Judge10,TRUE
